01_CL0037,Time,CO(ppm),Warning Level,Serial Number,Sensor Life Expiry,Overrange Exposure
1,2017-03-14 11:56:40,0.0,50.0,000025782,30/11/2020,No
2,2017-03-14 11:56:50,0.0,50.0
3,2017-03-14 11:57:00,0.0,50.0
4,2017-03-14 11:57:10,0.0,50.0
5,2017-03-14 11:57:20,0.0,50.0
6,2017-03-14 11:57:30,0.0,50.0
7,2017-03-14 11:57:40,0.0,50.0
8,2017-03-14 11:57:50,0.0,50.0
9,2017-03-14 11:58:00,0.0,50.0
10,2017-03-14 11:58:10,0.0,50.0
11,2017-03-14 11:58:20,0.0,50.0
12,2017-03-14 11:58:30,0.0,50.0
13,2017-03-14 11:58:40,0.0,50.0
14,2017-03-14 11:58:50,0.0,50.0
15,2017-03-14 11:59:00,0.0,50.0
16,2017-03-14 11:59:10,0.0,50.0
17,2017-03-14 11:59:20,0.0,50.0
18,2017-03-14 11:59:30,0.0,50.0
19,2017-03-14 11:59:40,0.0,50.0
20,2017-03-14 11:59:50,0.0,50.0
21,2017-03-14 12:00:00,0.0,50.0
22,2017-03-14 12:00:10,0.0,50.0
23,2017-03-14 12:00:20,0.0,50.0
24,2017-03-14 12:00:30,0.0,50.0
25,2017-03-14 12:00:40,0.0,50.0
26,2017-03-14 12:00:50,0.0,50.0
27,2017-03-14 12:01:00,0.0,50.0
28,2017-03-14 12:01:10,0.0,50.0
29,2017-03-14 12:01:20,0.0,50.0
30,2017-03-14 12:01:30,0.0,50.0
31,2017-03-14 12:01:40,0.0,50.0
32,2017-03-14 12:01:50,0.0,50.0
33,2017-03-14 12:02:00,0.0,50.0
34,2017-03-14 12:02:10,0.0,50.0
35,2017-03-14 12:02:20,0.0,50.0
36,2017-03-14 12:02:30,0.0,50.0
37,2017-03-14 12:02:40,0.0,50.0
38,2017-03-14 12:02:50,0.0,50.0
39,2017-03-14 12:03:00,0.0,50.0
40,2017-03-14 12:03:10,0.0,50.0
41,2017-03-14 12:03:20,0.0,50.0
42,2017-03-14 12:03:30,0.0,50.0
43,2017-03-14 12:03:40,0.0,50.0
